Type,Function Name,Elapsed Inclusive Time,Elapsed Exclusive Time,Application Inclusive Time,Application Exclusive Time,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Application Inclusive Time %,Application Exclusive Time %,Time Inclusive Probe Overhead,Time Exclusive Probe Overhead,Min Elapsed Inclusive Time,Avg Elapsed Inclusive Time,Max Elapsed Inclusive Time,Min Elapsed Exclusive Time,Avg Elapsed Exclusive Time,Max Elapsed Exclusive Time,Min Application Inclusive Time,Avg Application Inclusive Time,Max Application Inclusive Time,Min Application Exclusive Time,Avg Application Exclusive Time,Max Application Exclusive Time,Number of Calls,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Root","___CxxSetUnhandledExceptionFilter",37928,89,37928,89,7.87,0.02,7.87,0.02,190,190,37928,37928,37928,89,89,89,0,37928,37928,0,89,89,1,"f:\dd\vctools\crt_bld\self_x86\crt\prebuild\eh\unhandld.cpp",86,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E5182F,"___CxxSetUnhandledExceptionFilter","perfPlay.exe",1512,
"Caller","__initterm_e",37928,89,37928,89,7.87,0.02,7.87,0.02,190,190,0,37928,37928,0,89,89,0,37928,37928,0,89,89,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",908,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2645,"___CxxSetUnhandledExceptionFilter","perfPlay.exe",1512,
"Callee","SetUnhandledExceptionFilter",37839,37839,37839,37839,7.86,7.86,7.86,7.86,0,0,0,37839,37839,0,37839,37839,0,37839,37839,0,37839,37839,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B8799,"___CxxSetUnhandledExceptionFilter","perfPlay.exe",1512,
"Root","___security_init_cookie",12895,11401,12895,11401,2.68,2.37,2.68,2.37,698,698,12895,12895,12895,11401,11401,11401,0,12895,12895,0,11401,11401,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"___security_init_cookie","perfPlay.exe",1512,
"Caller","_wmainCRTStartup",12895,11401,12895,11401,2.68,2.37,2.68,2.37,698,698,0,12895,12895,0,11401,11401,0,12895,12895,0,11401,11401,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",361,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E515EE,"___security_init_cookie","perfPlay.exe",1512,
"Callee","GetCurrentProcessId",318,318,318,318,0.07,0.07,0.07,0.07,0,0,0,318,318,0,318,318,0,318,318,0,318,318,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B11F8,"___security_init_cookie","perfPlay.exe",1512,
"Callee","GetCurrentThreadId",168,168,168,168,0.03,0.03,0.03,0.03,0,0,0,168,168,0,168,168,0,168,168,0,168,168,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1450,"___security_init_cookie","perfPlay.exe",1512,
"Callee","GetSystemTimeAsFileTime",513,513,513,513,0.11,0.11,0.11,0.11,0,0,0,513,513,0,513,513,0,513,513,0,513,513,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B34D9,"___security_init_cookie","perfPlay.exe",1512,
"Callee","GetTickCount",243,243,243,243,0.05,0.05,0.05,0.05,0,0,0,243,243,0,243,243,0,243,243,0,243,243,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B110C,"___security_init_cookie","perfPlay.exe",1512,
"Callee","QueryPerformanceCounter",252,252,252,252,0.05,0.05,0.05,0.05,0,0,0,252,252,0,252,252,0,252,252,0,252,252,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1725,"___security_init_cookie","perfPlay.exe",1512,
"Root","___set_app_type",543,543,543,543,0.11,0.11,0.11,0.11,0,0,543,543,543,543,543,543,0,543,543,0,543,543,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\errmode.c",87,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744DB71B,"___set_app_type","perfPlay.exe",1512,
"Caller","pre_c_init",543,543,543,543,0.11,0.11,0.11,0.11,0,0,0,543,543,0,543,543,0,543,543,0,543,543,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"___set_app_type","perfPlay.exe",1512,
"Root","___wgetmainargs",121221,121221,121221,121221,25.17,25.17,25.17,25.17,0,0,121221,121221,121221,121221,121221,121221,0,121221,121221,0,121221,121221,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtlib.c",95,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E23B5,"___wgetmainargs","perfPlay.exe",1512,
"Caller","pre_cpp_init",121221,121221,121221,121221,25.17,25.17,25.17,25.17,0,0,0,121221,121221,0,121221,121221,0,121221,121221,0,121221,121221,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",278,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51120,"___wgetmainargs","perfPlay.exe",1512,
"Root","__CIsin",8526,8526,8526,8526,1.77,1.77,1.77,1.77,0,0,117,4263,8409,117,4263,8409,0,4263,8409,0,4263,8409,2,"",0,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744C39E0,"__CIsin","perfPlay.exe",1512,
"Caller","THUNK:_CIsin",8526,8526,8526,8526,1.77,1.77,1.77,1.77,0,0,0,4263,8409,0,4263,8409,0,4263,8409,0,4263,8409,2,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E520E8,"__CIsin","perfPlay.exe",1512,
"Root","__controlfp_s",963,963,963,963,0.20,0.20,0.20,0.20,0,0,963,963,963,963,963,963,0,963,963,0,963,963,1,"",0,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744DC3B5,"__controlfp_s","perfPlay.exe",1512,
"Caller","THUNK:_controlfp_s",963,963,963,963,0.20,0.20,0.20,0.20,0,0,0,963,963,0,963,963,0,963,963,0,963,963,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E520B9,"__controlfp_s","perfPlay.exe",1512,
"Root","__initterm",125785,315,125785,315,26.11,0.07,26.11,0.07,1013,63,125785,125785,125785,315,315,315,0,125785,125785,0,315,315,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",859,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2627,"__initterm","perfPlay.exe",1512,
"Caller","THUNK:_initterm",125785,315,125785,315,26.11,0.07,26.11,0.07,1013,63,0,125785,125785,0,315,315,0,125785,125785,0,315,315,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D26,"__initterm","perfPlay.exe",1512,
"Callee","pre_cpp_init",125470,89,125470,89,26.05,0.02,26.05,0.02,950,253,0,125470,125470,0,89,89,0,125470,125470,0,89,89,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",278,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51120,"__initterm","perfPlay.exe",1512,
"Root","__initterm_e",52019,873,52019,873,10.80,0.18,10.80,0.18,1153,126,52019,52019,52019,873,873,873,0,52019,52019,0,873,873,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",908,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2645,"__initterm_e","perfPlay.exe",1512,
"Caller","THUNK:_initterm_e",52019,873,52019,873,10.80,0.18,10.80,0.18,1153,126,0,52019,52019,0,873,873,0,52019,52019,0,873,873,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D49,"__initterm_e","perfPlay.exe",1512,
"Callee","___CxxSetUnhandledExceptionFilter",37928,89,37928,89,7.87,0.02,7.87,0.02,190,190,0,37928,37928,0,89,89,0,37928,37928,0,89,89,1,"f:\dd\vctools\crt_bld\self_x86\crt\prebuild\eh\unhandld.cpp",86,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E5182F,"__initterm_e","perfPlay.exe",1512,
"Callee","pre_c_init",13218,898,13218,898,2.74,0.19,2.74,0.19,837,506,0,13218,13218,0,898,898,0,13218,13218,0,898,898,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"__initterm_e","perfPlay.exe",1512,
"Root","__matherr",18,18,18,18,0.00,0.00,0.00,0.00,18,63,18,18,18,18,18,18,0,18,18,0,18,18,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\dllargv.c",56,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E6B,"__matherr","perfPlay.exe",1512,
"Caller","pre_c_init",18,18,18,18,0.00,0.00,0.00,0.00,18,63,0,18,18,0,18,18,0,18,18,0,18,18,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"__matherr","perfPlay.exe",1512,
"Root","__onexit",4103,0,4103,0,0.85,0.00,0.85,0.00,571,571,4103,4103,4103,0,0,0,0,4103,4103,0,0,0,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51893,"__onexit","perfPlay.exe",1512,
"Caller","_atexit",4103,0,4103,0,0.85,0.00,0.85,0.00,571,571,0,4103,4103,0,0,0,0,4103,4103,0,0,0,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",126,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51A60,"__onexit","perfPlay.exe",1512,
"Callee","__onexit",3444,3444,3444,3444,0.71,0.71,0.71,0.71,0,0,0,3444,3444,0,3444,3444,0,3444,3444,0,3444,3444,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\onexit.c",81,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744DA9E6,"__onexit","perfPlay.exe",1512,
"Callee","__SEH_epilog4",102,102,102,102,0.02,0.02,0.02,0.02,0,0,0,102,102,0,102,102,0,102,102,0,102,102,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51DBD,"__onexit","perfPlay.exe",1512,
"Callee","__SEH_prolog4",96,96,96,96,0.02,0.02,0.02,0.02,0,0,0,96,96,0,96,96,0,96,96,0,96,96,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D78,"__onexit","perfPlay.exe",1512,
"Callee","RtlDecodePointer",588,588,588,588,0.12,0.12,0.12,0.12,0,0,0,588,588,0,588,588,0,588,588,0,588,588,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77979D55,"__onexit","perfPlay.exe",1512,
"Root","__onexit",3444,3444,3444,3444,0.71,0.71,0.71,0.71,0,0,3444,3444,3444,3444,3444,3444,0,3444,3444,0,3444,3444,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\onexit.c",81,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744DA9E6,"__onexit","perfPlay.exe",1512,
"Caller","__onexit",3444,3444,3444,3444,0.71,0.71,0.71,0.71,0,0,0,3444,3444,0,3444,3444,0,3444,3444,0,3444,3444,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51893,"__onexit","perfPlay.exe",1512,
"Root","__RTC_Initialize",60,60,60,60,0.01,0.01,0.01,0.01,60,63,60,60,60,60,60,60,0,60,60,0,60,60,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51A8D,"__RTC_Initialize","perfPlay.exe",1512,
"Caller","pre_c_init",60,60,60,60,0.01,0.01,0.01,0.01,60,63,0,60,60,0,60,60,0,60,60,0,60,60,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"__RTC_Initialize","perfPlay.exe",1512,
"Root","__RTC_Terminate",45,45,45,45,0.01,0.01,0.01,0.01,45,63,45,45,45,45,45,45,0,45,45,0,45,45,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51AE0,"__RTC_Terminate","perfPlay.exe",1512,
"Caller","_exit",45,45,45,45,0.01,0.01,0.01,0.01,45,63,0,45,45,0,45,45,0,45,45,0,45,45,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",392,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E7B0C,"__RTC_Terminate","perfPlay.exe",1512,
"Root","__SEH_epilog4",102,102,102,102,0.02,0.02,0.02,0.02,0,0,102,102,102,102,102,102,0,102,102,0,102,102,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51DBD,"__SEH_epilog4","perfPlay.exe",1512,
"Caller","__onexit",102,102,102,102,0.02,0.02,0.02,0.02,0,0,0,102,102,0,102,102,0,102,102,0,102,102,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51893,"__SEH_epilog4","perfPlay.exe",1512,
"Root","__SEH_prolog4",300,300,300,300,0.06,0.06,0.06,0.06,0,0,96,150,204,96,150,204,0,150,204,0,150,204,2,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D78,"__SEH_prolog4","perfPlay.exe",1512,
"Caller","__onexit",96,96,96,96,0.02,0.02,0.02,0.02,0,0,0,96,96,0,96,96,0,96,96,0,96,96,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51893,"__SEH_prolog4","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",204,204,204,204,0.04,0.04,0.04,0.04,0,0,0,204,204,0,204,204,0,204,204,0,204,204,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"__SEH_prolog4","perfPlay.exe",1512,
"Root","__setdefaultprecision",9992,8951,9992,8951,2.07,1.86,2.07,1.86,253,190,9992,9992,9992,8951,8951,8951,0,9992,9992,0,8951,8951,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\intel\fp8.c",30,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E17,"__setdefaultprecision","perfPlay.exe",1512,
"Caller","pre_c_init",9992,8951,9992,8951,2.07,1.86,2.07,1.86,253,190,0,9992,9992,0,8951,8951,0,9992,9992,0,8951,8951,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"__setdefaultprecision","perfPlay.exe",1512,
"Callee","THUNK:_controlfp_s",1041,78,1041,78,0.22,0.02,0.22,0.02,63,63,0,1041,1041,0,78,78,0,1041,1041,0,78,78,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E520B9,"__setdefaultprecision","perfPlay.exe",1512,
"Root","__tmainCRTStartup",464030,666,464030,666,96.33,0.14,96.33,0.14,4234,1014,464030,464030,464030,666,666,666,0,464030,464030,0,666,666,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"__tmainCRTStartup","perfPlay.exe",1512,
"Caller","_wmainCRTStartup",464030,666,464030,666,96.33,0.14,96.33,0.14,4234,1014,0,464030,464030,0,666,666,0,464030,464030,0,666,666,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",361,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E515EE,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","__SEH_prolog4",204,204,204,204,0.04,0.04,0.04,0.04,0,0,0,204,204,0,204,204,0,204,204,0,204,204,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D78,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","_exit",4806,4761,4806,4761,1.00,0.99,1.00,0.99,108,63,0,4806,4806,0,4761,4761,0,4806,4806,0,4761,4761,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",392,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E7B0C,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","_wmain",279209,536,279209,536,57.97,0.11,57.97,0.11,928,253,0,279209,279209,0,536,536,0,279209,279209,0,536,536,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51000,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","HeapSetInformation",918,918,918,918,0.19,0.19,0.19,0.19,0,0,0,918,918,0,918,918,0,918,918,0,918,918,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B5621,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","InterlockedCompareExchange",165,165,165,165,0.03,0.03,0.03,0.03,0,0,0,165,165,0,165,165,0,165,165,0,165,165,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1484,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","InterlockedExchange",132,132,132,132,0.03,0.03,0.03,0.03,0,0,0,132,132,0,132,132,0,132,132,0,132,132,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1462,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","THUNK:_initterm",125848,63,125848,63,26.13,0.01,26.13,0.01,1076,63,0,125848,125848,0,63,63,0,125848,125848,0,63,63,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D26,"__tmainCRTStartup","perfPlay.exe",1512,
"Callee","THUNK:_initterm_e",52082,63,52082,63,10.81,0.01,10.81,0.01,1216,63,0,52082,52082,0,63,63,0,52082,52082,0,63,63,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D49,"__tmainCRTStartup","perfPlay.exe",1512,
"Root","_atexit",4160,57,4160,57,0.86,0.01,0.86,0.01,697,126,4160,4160,4160,57,57,57,0,4160,4160,0,57,57,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",126,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51A60,"_atexit","perfPlay.exe",1512,
"Caller","pre_cpp_init",4160,57,4160,57,0.86,0.01,0.86,0.01,697,126,0,4160,4160,0,57,57,0,4160,4160,0,57,57,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",278,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51120,"_atexit","perfPlay.exe",1512,
"Callee","__onexit",4103,0,4103,0,0.85,0.00,0.85,0.00,571,571,0,4103,4103,0,0,0,0,4103,4103,0,0,0,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51893,"_atexit","perfPlay.exe",1512,
