Type,Function Name,Elapsed Inclusive Time,Elapsed Exclusive Time,Application Inclusive Time,Application Exclusive Time,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Application Inclusive Time %,Application Exclusive Time %,Time Inclusive Probe Overhead,Time Exclusive Probe Overhead,Min Elapsed Inclusive Time,Avg Elapsed Inclusive Time,Max Elapsed Inclusive Time,Min Elapsed Exclusive Time,Avg Elapsed Exclusive Time,Max Elapsed Exclusive Time,Min Application Inclusive Time,Avg Application Inclusive Time,Max Application Inclusive Time,Min Application Exclusive Time,Avg Application Exclusive Time,Max Application Exclusive Time,Number of Calls,Source File,Function Line Number,Module Name,Module Path,Function Address,Root Function Name,Process Name,Process ID,
"Root","_exit",4806,4761,4806,4761,1.00,0.99,1.00,0.99,108,63,4806,4806,4806,4761,4761,4761,0,4806,4806,0,4761,4761,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",392,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E7B0C,"_exit","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",4806,4761,4806,4761,1.00,0.99,1.00,0.99,108,63,0,4806,4806,0,4761,4761,0,4806,4806,0,4761,4761,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"_exit","perfPlay.exe",1512,
"Callee","__RTC_Terminate",45,45,45,45,0.01,0.01,0.01,0.01,45,63,0,45,45,0,45,45,0,45,45,0,45,45,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51AE0,"_exit","perfPlay.exe",1512,
"Root","_printf",269754,269754,269754,269754,56.00,56.00,56.00,56.00,0,0,269754,269754,269754,269754,269754,269754,0,269754,269754,0,269754,269754,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\printf.c",49,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x74525584,"_printf","perfPlay.exe",1512,
"Caller","_wmain",269754,269754,269754,269754,56.00,56.00,56.00,56.00,0,0,0,269754,269754,0,269754,269754,0,269754,269754,0,269754,269754,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51000,"_printf","perfPlay.exe",1512,
"Root","_wmain",279209,536,279209,536,57.97,0.11,57.97,0.11,928,253,279209,279209,279209,536,536,536,0,279209,279209,0,536,536,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51000,"_wmain","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",279209,536,279209,536,57.97,0.11,57.97,0.11,928,253,0,279209,279209,0,536,536,0,279209,279209,0,536,536,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"_wmain","perfPlay.exe",1512,
"Callee","_printf",269754,269754,269754,269754,56.00,56.00,56.00,56.00,0,0,0,269754,269754,0,269754,269754,0,269754,269754,0,269754,269754,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\printf.c",49,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x74525584,"_wmain","perfPlay.exe",1512,
"Callee","Fib(int)",8919,190,8919,190,1.85,0.04,1.85,0.04,675,316,0,8919,8919,0,190,190,0,8919,8919,0,190,190,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",7,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51082,"_wmain","perfPlay.exe",1512,
"Root","_wmainCRTStartup",481558,4633,481558,4633,99.97,0.96,99.97,0.96,887,189,481558,481558,481558,4633,4633,4633,0,481558,481558,0,4633,4633,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",361,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E515EE,"_wmainCRTStartup","perfPlay.exe",1512,
"Callee","___security_init_cookie",12895,11401,12895,11401,2.68,2.37,2.68,2.37,698,698,0,12895,12895,0,11401,11401,0,12895,12895,0,11401,11401,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"_wmainCRTStartup","perfPlay.exe",1512,
"Callee","__tmainCRTStartup",464030,666,464030,666,96.33,0.14,96.33,0.14,4234,1014,0,464030,464030,0,666,666,0,464030,464030,0,666,666,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"_wmainCRTStartup","perfPlay.exe",1512,
"Root","Fib(int)",8919,363,8919,363,1.85,0.08,1.85,0.08,675,821,8919,8919,8919,6,72,190,0,8919,8919,0,72,190,5,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",7,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51082,"Fib(int)","perfPlay.exe",1512,
"Caller","_wmain",8919,190,8919,190,1.85,0.04,1.85,0.04,675,316,0,8919,8919,0,190,190,0,8919,8919,0,190,190,1,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplay\perfplay.cpp",87,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51000,"Fib(int)","perfPlay.exe",1512,
"Caller","Fib(int)",0,173,0,173,0.00,0.04,0.00,0.04,0,505,0,0,0,0,43,92,0,0,0,0,43,92,4,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",7,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51082,"Fib(int)","perfPlay.exe",1512,
"Callee","Fib(int)",0,173,0,173,0.00,0.04,0.00,0.04,0,505,0,0,0,0,43,92,0,0,0,0,43,92,4,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",7,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51082,"Fib(int)","perfPlay.exe",1512,
"Callee","THUNK:_CIsin",8556,30,8556,30,1.78,0.01,1.78,0.01,126,126,0,4278,8433,0,15,24,0,4278,8433,0,15,24,2,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E520E8,"Fib(int)","perfPlay.exe",1512,
"Root","GetCurrentProcessId",318,318,318,318,0.07,0.07,0.07,0.07,0,0,318,318,318,318,318,318,0,318,318,0,318,318,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B11F8,"GetCurrentProcessId","perfPlay.exe",1512,
"Caller","___security_init_cookie",318,318,318,318,0.07,0.07,0.07,0.07,0,0,0,318,318,0,318,318,0,318,318,0,318,318,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"GetCurrentProcessId","perfPlay.exe",1512,
"Root","GetCurrentThreadId",168,168,168,168,0.03,0.03,0.03,0.03,0,0,168,168,168,168,168,168,0,168,168,0,168,168,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1450,"GetCurrentThreadId","perfPlay.exe",1512,
"Caller","___security_init_cookie",168,168,168,168,0.03,0.03,0.03,0.03,0,0,0,168,168,0,168,168,0,168,168,0,168,168,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"GetCurrentThreadId","perfPlay.exe",1512,
"Root","GetSystemTimeAsFileTime",513,513,513,513,0.11,0.11,0.11,0.11,0,0,513,513,513,513,513,513,0,513,513,0,513,513,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B34D9,"GetSystemTimeAsFileTime","perfPlay.exe",1512,
"Caller","___security_init_cookie",513,513,513,513,0.11,0.11,0.11,0.11,0,0,0,513,513,0,513,513,0,513,513,0,513,513,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"GetSystemTimeAsFileTime","perfPlay.exe",1512,
"Root","GetTickCount",243,243,243,243,0.05,0.05,0.05,0.05,0,0,243,243,243,243,243,243,0,243,243,0,243,243,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B110C,"GetTickCount","perfPlay.exe",1512,
"Caller","___security_init_cookie",243,243,243,243,0.05,0.05,0.05,0.05,0,0,0,243,243,0,243,243,0,243,243,0,243,243,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"GetTickCount","perfPlay.exe",1512,
"Root","HeapSetInformation",918,918,918,918,0.19,0.19,0.19,0.19,0,0,918,918,918,918,918,918,0,918,918,0,918,918,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B5621,"HeapSetInformation","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",918,918,918,918,0.19,0.19,0.19,0.19,0,0,0,918,918,0,918,918,0,918,918,0,918,918,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"HeapSetInformation","perfPlay.exe",1512,
"Root","InterlockedCompareExchange",165,165,165,165,0.03,0.03,0.03,0.03,0,0,165,165,165,165,165,165,0,165,165,0,165,165,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1484,"InterlockedCompareExchange","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",165,165,165,165,0.03,0.03,0.03,0.03,0,0,0,165,165,0,165,165,0,165,165,0,165,165,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"InterlockedCompareExchange","perfPlay.exe",1512,
"Root","InterlockedExchange",132,132,132,132,0.03,0.03,0.03,0.03,0,0,132,132,132,132,132,132,0,132,132,0,132,132,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1462,"InterlockedExchange","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",132,132,132,132,0.03,0.03,0.03,0.03,0,0,0,132,132,0,132,132,0,132,132,0,132,132,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"InterlockedExchange","perfPlay.exe",1512,
"Root","pre_c_init",13218,898,13218,898,2.74,0.19,2.74,0.19,837,506,13218,13218,13218,898,898,898,0,13218,13218,0,898,898,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"pre_c_init","perfPlay.exe",1512,
"Caller","__initterm_e",13218,898,13218,898,2.74,0.19,2.74,0.19,837,506,0,13218,13218,0,898,898,0,13218,13218,0,898,898,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",908,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2645,"pre_c_init","perfPlay.exe",1512,
"Callee","___set_app_type",543,543,543,543,0.11,0.11,0.11,0.11,0,0,0,543,543,0,543,543,0,543,543,0,543,543,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\errmode.c",87,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744DB71B,"pre_c_init","perfPlay.exe",1512,
"Callee","__matherr",18,18,18,18,0.00,0.00,0.00,0.00,18,63,0,18,18,0,18,18,0,18,18,0,18,18,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\dllargv.c",56,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E6B,"pre_c_init","perfPlay.exe",1512,
"Callee","__RTC_Initialize",60,60,60,60,0.01,0.01,0.01,0.01,60,63,0,60,60,0,60,60,0,60,60,0,60,60,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51A8D,"pre_c_init","perfPlay.exe",1512,
"Callee","__setdefaultprecision",9992,8951,9992,8951,2.07,1.86,2.07,1.86,253,190,0,9992,9992,0,8951,8951,0,9992,9992,0,8951,8951,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\intel\fp8.c",30,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E17,"pre_c_init","perfPlay.exe",1512,
"Callee","RtlEncodePointer",1707,1707,1707,1707,0.35,0.35,0.35,0.35,0,0,0,1707,1707,0,1707,1707,0,1707,1707,0,1707,1707,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x7798100B,"pre_c_init","perfPlay.exe",1512,
"Root","pre_cpp_init",125470,89,125470,89,26.05,0.02,26.05,0.02,950,253,125470,125470,125470,89,89,89,0,125470,125470,0,89,89,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",278,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51120,"pre_cpp_init","perfPlay.exe",1512,
"Caller","__initterm",125470,89,125470,89,26.05,0.02,26.05,0.02,950,253,0,125470,125470,0,89,89,0,125470,125470,0,89,89,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",859,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2627,"pre_cpp_init","perfPlay.exe",1512,
"Callee","___wgetmainargs",121221,121221,121221,121221,25.17,25.17,25.17,25.17,0,0,0,121221,121221,0,121221,121221,0,121221,121221,0,121221,121221,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtlib.c",95,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744E23B5,"pre_cpp_init","perfPlay.exe",1512,
"Callee","_atexit",4160,57,4160,57,0.86,0.01,0.86,0.01,697,126,0,4160,4160,0,57,57,0,4160,4160,0,57,57,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",126,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51A60,"pre_cpp_init","perfPlay.exe",1512,
"Root","QueryPerformanceCounter",252,252,252,252,0.05,0.05,0.05,0.05,0,0,252,252,252,252,252,252,0,252,252,0,252,252,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B1725,"QueryPerformanceCounter","perfPlay.exe",1512,
"Caller","___security_init_cookie",252,252,252,252,0.05,0.05,0.05,0.05,0,0,0,252,252,0,252,252,0,252,252,0,252,252,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\gs_support.c",97,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E84,"QueryPerformanceCounter","perfPlay.exe",1512,
"Root","RtlDecodePointer",588,588,588,588,0.12,0.12,0.12,0.12,0,0,588,588,588,588,588,588,0,588,588,0,588,588,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x77979D55,"RtlDecodePointer","perfPlay.exe",1512,
"Caller","__onexit",588,588,588,588,0.12,0.12,0.12,0.12,0,0,0,588,588,0,588,588,0,588,588,0,588,588,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\atonexit.c",79,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51893,"RtlDecodePointer","perfPlay.exe",1512,
"Root","RtlEncodePointer",1707,1707,1707,1707,0.35,0.35,0.35,0.35,0,0,1707,1707,1707,1707,1707,1707,0,1707,1707,0,1707,1707,1,"",0,"ntdll.dll","C:\Windows\SysWOW64\ntdll.dll",0x7798100B,"RtlEncodePointer","perfPlay.exe",1512,
"Caller","pre_c_init",1707,1707,1707,1707,0.35,0.35,0.35,0.35,0,0,0,1707,1707,0,1707,1707,0,1707,1707,0,1707,1707,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",197,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E514AE,"RtlEncodePointer","perfPlay.exe",1512,
"Root","SetUnhandledExceptionFilter",37839,37839,37839,37839,7.86,7.86,7.86,7.86,0,0,37839,37839,37839,37839,37839,37839,0,37839,37839,0,37839,37839,1,"",0,"kernel32.dll","C:\Windows\syswow64\kernel32.dll",0x751B8799,"SetUnhandledExceptionFilter","perfPlay.exe",1512,
"Caller","___CxxSetUnhandledExceptionFilter",37839,37839,37839,37839,7.86,7.86,7.86,7.86,0,0,0,37839,37839,0,37839,37839,0,37839,37839,0,37839,37839,1,"f:\dd\vctools\crt_bld\self_x86\crt\prebuild\eh\unhandld.cpp",86,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E5182F,"SetUnhandledExceptionFilter","perfPlay.exe",1512,
"Root","THUNK:_CIsin",8556,30,8556,30,1.78,0.01,1.78,0.01,126,126,123,4278,8433,6,15,24,0,4278,8433,0,15,24,2,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E520E8,"THUNK:_CIsin","perfPlay.exe",1512,
"Caller","Fib(int)",8556,30,8556,30,1.78,0.01,1.78,0.01,126,126,0,4278,8433,0,15,24,0,4278,8433,0,15,24,2,"c:\users\doug\documents\visual studio 2010\projects\perfplay\perfplaylib\somefunc.cpp",7,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51082,"THUNK:_CIsin","perfPlay.exe",1512,
"Callee","__CIsin",8526,8526,8526,8526,1.77,1.77,1.77,1.77,0,0,0,4263,8409,0,4263,8409,0,4263,8409,0,4263,8409,2,"",0,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744C39E0,"THUNK:_CIsin","perfPlay.exe",1512,
"Root","THUNK:_controlfp_s",1041,78,1041,78,0.22,0.02,0.22,0.02,63,63,1041,1041,1041,78,78,78,0,1041,1041,0,78,78,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E520B9,"THUNK:_controlfp_s","perfPlay.exe",1512,
"Caller","__setdefaultprecision",1041,78,1041,78,0.22,0.02,0.22,0.02,63,63,0,1041,1041,0,78,78,0,1041,1041,0,78,78,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\intel\fp8.c",30,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51E17,"THUNK:_controlfp_s","perfPlay.exe",1512,
"Callee","__controlfp_s",963,963,963,963,0.20,0.20,0.20,0.20,0,0,0,963,963,0,963,963,0,963,963,0,963,963,1,"",0,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744DC3B5,"THUNK:_controlfp_s","perfPlay.exe",1512,
"Root","THUNK:_initterm",125848,63,125848,63,26.13,0.01,26.13,0.01,1076,63,125848,125848,125848,63,63,63,0,125848,125848,0,63,63,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D26,"THUNK:_initterm","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",125848,63,125848,63,26.13,0.01,26.13,0.01,1076,63,0,125848,125848,0,63,63,0,125848,125848,0,63,63,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"THUNK:_initterm","perfPlay.exe",1512,
"Callee","__initterm",125785,315,125785,315,26.11,0.07,26.11,0.07,1013,63,0,125785,125785,0,315,315,0,125785,125785,0,315,315,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",859,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2627,"THUNK:_initterm","perfPlay.exe",1512,
"Root","THUNK:_initterm_e",52082,63,52082,63,10.81,0.01,10.81,0.01,1216,63,52082,52082,52082,63,63,63,0,52082,52082,0,63,63,1,"",0,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E51D49,"THUNK:_initterm_e","perfPlay.exe",1512,
"Caller","__tmainCRTStartup",52082,63,52082,63,10.81,0.01,10.81,0.01,1216,63,0,52082,52082,0,63,63,0,52082,52082,0,63,63,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crtexe.c",378,"perfPlay.exe","C:\Users\Doug\Documents\Visual Studio 2010\Projects\perfPlay\Release\perfPlay.exe",0x00E511A8,"THUNK:_initterm_e","perfPlay.exe",1512,
"Callee","__initterm_e",52019,873,52019,873,10.80,0.18,10.80,0.18,1153,126,0,52019,52019,0,873,873,0,52019,52019,0,873,873,1,"f:\dd\vctools\crt_bld\self_x86\crt\src\crt0dat.c",908,"MSVCR100.dll","C:\Windows\system32\MSVCR100.dll",0x744D2645,"THUNK:_initterm_e","perfPlay.exe",1512,
